locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
ABUW_1917,ABUW_1917,,1916606,1917085,+,hypothetical protein,Function unknown,
ABUW_1918,ABUW_1918,,1917241,1917381,+,hypothetical protein,No COG annotation,
ABUW_1919,ABUW_1919,,1917528,1917839,+,hypothetical protein,No COG annotation,
ABUW_1920,ABUW_1920,,1918058,1918804,+,hypothetical protein,Function unknown,
ABUW_1921,ABUW_1921,,1918920,1920260,-,transporter%2C anion:cation symporter (ACS) family,Carbohydrate transport and metabolism,
ABUW_1922,ABUW_1922,,1920270,1921088,-,amidohydrolase family protein,Function unknown,
ABUW_1923,ABUW_1923,,1921090,1922379,-,hypothetical protein,Inorganic ion transport and metabolism,
ABUW_1924,ABUW_1924,,1922491,1923222,+,transcriptional regulator%2C GntR family,Transcription,
ABUW_1925,ABUW_1925,,1923316,1924194,-,senescence marker protein-30,Transcription,
ABUW_1926,ABUW_1926,,1924491,1925834,+,transporter%2C major facilitator family,Carbohydrate transport and metabolism,
ABUW_1927,ABUW_1927,,1925935,1926867,-,transcriptional regulator%2C LysR family,Transcription,
ABUW_1928,ABUW_1928,,1926967,1927401,+,hypothetical protein,Function unknown,
ABUW_1929,ABUW_1929,,1927411,1927869,+,hypothetical protein,Function unknown,
ABUW_1930,ABUW_1930,,1927969,1929054,-,multidrug resistance efflux pump,Defense mechanisms,
ABUW_1931,ABUW_1931,,1929051,1930628,-,transporter%2C major facilitator family,Amino acid transport and metabolism,
ABUW_1932,ABUW_1932,,1930795,1931415,+,transcriptional regulator%2C TetR family,Transcription,
ABUW_1933,ABUW_1933,,1931494,1933071,-,NADP-dependent fatty aldehyde dehydrogenase,Energy production and conversion,
ABUW_1934,ABUW_1934,,1933088,1934875,-,dihydroxy-acid dehydratase,Amino acid transport and metabolism,
ABUW_1935,ABUW_1935,,1934964,1936139,-,fumarylacetoacetate hydrolase,Function unknown,
ABUW_1936,ABUW_1936,,1936251,1937186,+,transcriptional regulator%2C LysR family,Transcription,
ABUW_1937,ABUW_1937,,1937397,1938368,+,nucleoside-diphosphate-sugar epimerase,Cell wall/membrane/envelope biogenesis,
ABUW_1938,ABUW_1938,,1938402,1939778,+,transporter%2C anion:cation symporter family,Carbohydrate transport and metabolism,
ABUW_1939,ABUW_1939,,1939778,1940650,+,2-hydroxy-3-oxopropionate reductase,Lipid transport and metabolism,
ABUW_1942,ABUW_1942,,1941385,1942269,+,ribose-phosphate pyrophosphokinase,Amino acid transport and metabolism,
ABUW_1943,ABUW_1943,,1942281,1943774,+,nicotinamide phosphoribosyltransferase,Coenzyme transport and metabolism,
ABUW_1944,ABUW_1944,,1943835,1944602,+,ADP-ribose pyrophosphatase,Nucleotide transport and metabolism,
ABUW_1945,ABUW_1945,,1944676,1946070,+,methylenetetrahydrofolate reductase domain protein,Amino acid transport and metabolism,
ABUW_1946,ABUW_1946,,1946237,1946359,+,hypothetical protein,No COG annotation,
ABUW_1947,ABUW_1947,,1946514,1947233,+,transcriptional regulator%2C LuxR family,Transcription,
ABUW_1948,ABUW_1948,,1947325,1948785,+,indoleacetamide hydrolase,"Translation, ribosomal structure and biogenesis",
ABUW_1949,ABUW_1949,,1949467,1950528,+,RND family drug transporter,Defense mechanisms,
ABUW_1950,ABUW_1950,,1950553,1952100,+,multidrug resistance protein VceB,Amino acid transport and metabolism,
ABUW_1951,ABUW_1951,,1952255,1953076,+,hypothetical protein,No COG annotation,
ABUW_1952,ABUW_1952,,1953073,1954659,+,auxin-responsive GH3-related protein,Lipid transport and metabolism,
ABUW_1953,ABUW_1953,,1954656,1955984,+,outer membrane efflux protein,Cell wall/membrane/envelope biogenesis,
ABUW_1955,ABUW_1955,,1957266,1958234,+,putative acid phosphatase,Function unknown,
ABUW_1956,ABUW_1956,,1958246,1958890,+,hypothetical protein,No COG annotation,
ABUW_1957,ABUW_1957,,1958926,1959366,-,guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase ((ppGpp)ase),Transcription,
ABUW_1958,ABUW_1958,,1959771,1962767,+,type III restriction enzyme%2C res subunit,"Replication, recombination and repair",
ABUW_1959,ABUW_1959,,1963471,1964103,+,hypothetical protein,Transcription,
ABUW_1960,ABUW_1960,,1964201,1964641,-,hypothetical protein,No COG annotation,
ABUW_1961,ABUW_1961,,1964643,1965530,-,endonuclease/exonuclease/phosphatase,"Replication, recombination and repair",
ABUW_1963,ABUW_1963,,1966085,1966672,+,hypothetical protein,No COG annotation,
ABUW_1964,ABUW_1964,,1966695,1967213,+,acetyltransferase,Transcription,
ABUW_1965,ABUW_1965,,1967276,1968202,-,dienelactone hydrolase,Function unknown,
ABUW_1966,ABUW_1966,,1968310,1969209,+,transcriptional regulator%2C LysR family,Transcription,
ABUW_1967,ABUW_1967,,1969305,1970147,-,short-chain dehydrogenase/reductase,Lipid transport and metabolism,
ABUW_1968,ABUW_1968,,1970193,1971053,-,short-chain dehydrogenase/reductase,Function unknown,
ABUW_1969,ABUW_1969,,1971084,1972124,-,alpha/beta hydrolase,Function unknown,
ABUW_1970,ABUW_1970,,1972190,1973215,+,AraC family transcriptional regulator,Transcription,
ABUW_1971,ABUW_1971,,1973297,1973710,+,hypothetical protein,No COG annotation,
ABUW_1972,adeS,,1973736,1974821,-,AdeS,Signal transduction mechanisms,
ABUW_1973,adeR,,1974853,1975596,-,AdeR,Transcription,
ABUW_1974,adeA,,1975742,1976932,+,multidrug efflux protein AdeA,Cell wall/membrane/envelope biogenesis,
ABUW_1975,adeB,,1976932,1980039,+,multidrug efflux protein AdeB,Defense mechanisms,
ABUW_1976,adeC,,1980116,1981513,+,multidrug efflux protein AdeC,Cell wall/membrane/envelope biogenesis,
ABUW_1977,ABUW_1977,,1981606,1982520,-,alpha/beta fold family hydrolase,Function unknown,
ABUW_1978,ABUW_1978,,1982596,1984128,-,flavin binding monooxygenase,Inorganic ion transport and metabolism,
ABUW_1979,ABUW_1979,,1984545,1985150,+,transcriptional regulator%2C TetR family,Transcription,
ABUW_1980,ABUW_1980,,1985528,1986901,+,oxidoreductase,Amino acid transport and metabolism,
ABUW_1981,ABUW_1981,,1986888,1987577,+,hypothetical protein,No COG annotation,
ABUW_1982,ABUW_1982,,1987675,1988934,+,outer membrane protein E,Lipid transport and metabolism,
ABUW_1983,ABUW_1983,,1989175,1989432,-,hypothetical protein,No COG annotation,
ABUW_1984,ABUW_1984,,1989509,1989844,-,hypothetical protein,No COG annotation,
ABUW_1985,ABUW_1985,,1989922,1990233,+,hypothetical protein,No COG annotation,
ABUW_1986,ABUW_1986,,1990238,1991686,+,replication initiation factor,"Replication, recombination and repair",
ABUW_1987,ABUW_1987,,1991676,1991963,+,hypothetical protein,No COG annotation,
ABUW_1988,ABUW_1988,,1992064,1992246,+,hypothetical protein,No COG annotation,
ABUW_1989,ABUW_1989,,1992257,1992481,+,hypothetical protein,No COG annotation,
ABUW_1990,ABUW_1990,,1992544,1993749,+,hypothetical protein,No COG annotation,
ABUW_1991,ABUW_1991,,1993752,1994033,+,hypothetical protein,No COG annotation,
ABUW_1992,ABUW_1992,,1994157,1995317,+,hypothetical protein,Function unknown,
ABUW_1993,ABUW_1993,,1995348,1995482,+,hypothetical protein,No COG annotation,
ABUW_1994,ABUW_1994,,1995512,1995751,+,hypothetical protein,No COG annotation,
ABUW_1995,ABUW_1995,,1996037,1996243,+,hypothetical protein,No COG annotation,
ABUW_1996,ABUW_1996,,1996319,1996426,+,hypothetical protein,No COG annotation,
ABUW_1997,ABUW_1997,,1996747,1997043,-,hypothetical protein,No COG annotation,
ABUW_1998,ABUW_1998,,1997046,1998188,-,phage replication protein,"Replication, recombination and repair",
ABUW_1999,ABUW_1999,,1998188,1998478,-,hypothetical protein,No COG annotation,
ABUW_2000,ABUW_2000,,1998517,1998723,+,hypothetical protein,No COG annotation,
ABUW_2001,ABUW_2001,,1998878,1999018,-,hypothetical protein,No COG annotation,
ABUW_2002,ABUW_2002,,1999005,1999247,-,hypothetical protein,No COG annotation,
ABUW_2003,ABUW_2003,,1999414,2000658,-,putative phage-related protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_2004,ABUW_2004,,2000651,2000935,-,hypothetical protein,No COG annotation,
ABUW_2005,ABUW_2005,,2000938,2002389,-,hypothetical protein,No COG annotation,
ABUW_2006,ABUW_2006,,2002482,2002700,-,hypothetical protein,No COG annotation,
ABUW_2007,ABUW_2007,,2002712,2002906,-,hypothetical protein,No COG annotation,
ABUW_2009,ABUW_2009,,2003522,2004664,-,phage replication protein,"Replication, recombination and repair",
ABUW_2010,ABUW_2010,,2004664,2004954,-,hypothetical protein,No COG annotation,
ABUW_2011,ABUW_2011,,2004993,2005199,+,hypothetical protein,No COG annotation,
ABUW_2012,ABUW_2012,,2005354,2005494,-,hypothetical protein,No COG annotation,
ABUW_2013,ABUW_2013,,2005481,2005723,-,hypothetical protein,No COG annotation,
ABUW_2014,ABUW_2014,,2005890,2007134,-,putative phage-related protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_2015,ABUW_2015,,2007127,2007411,-,hypothetical protein,No COG annotation,
ABUW_2016,ABUW_2016,,2007414,2008865,-,hypothetical protein,No COG annotation,
ABUW_2017,ABUW_2017,,2008958,2009176,-,hypothetical protein,No COG annotation,
ABUW_2018,ABUW_2018,,2009188,2009382,-,hypothetical protein,No COG annotation,
ABUW_2019,ABUW_2019,,2009700,2009996,-,hypothetical protein,No COG annotation,
ABUW_2020,ABUW_2020,,2009999,2011141,-,phage replication protein,"Replication, recombination and repair",
ABUW_2021,ABUW_2021,,2011141,2011431,-,hypothetical protein,No COG annotation,
ABUW_2022,ABUW_2022,,2011470,2011676,+,hypothetical protein,No COG annotation,
ABUW_2023,ABUW_2023,,2011831,2011971,-,hypothetical protein,No COG annotation,
ABUW_2024,ABUW_2024,,2011958,2012200,-,hypothetical protein,No COG annotation,
ABUW_2025,ABUW_2025,,2012367,2013611,-,putative phage-related protein,"Post-translational modification, protein turnover,and chaperones",
ABUW_2026,ABUW_2026,,2013604,2013888,-,hypothetical protein,No COG annotation,
ABUW_2027,ABUW_2027,,2013891,2015342,-,hypothetical protein,No COG annotation,
ABUW_2028,ABUW_2028,,2015435,2015653,-,hypothetical protein,No COG annotation,
ABUW_2029,ABUW_2029,,2015665,2015859,-,hypothetical protein,No COG annotation,
ABUW_2030,ABUW_2030,,2016177,2016473,-,hypothetical protein,No COG annotation,
ABUW_2031,ABUW_2031,,2016476,2017618,-,phage replication protein,"Replication, recombination and repair",
ABUW_2032,ABUW_2032,,2017618,2017908,-,hypothetical protein,No COG annotation,
ABUW_2033,ABUW_2033,,2017947,2018153,+,hypothetical protein,No COG annotation,
ABUW_2034,ABUW_2034,,2018335,2018658,-,hypothetical protein,No COG annotation,
ABUW_2035,ABUW_2035,,2018669,2019886,-,hypothetical protein,Function unknown,
ABUW_2036,ABUW_2036,,2020016,2020219,+,hypothetical protein,No COG annotation,
ABUW_2037,ABUW_2037,,2020536,2020832,-,hypothetical protein,No COG annotation,
ABUW_2038,ABUW_2038,,2020835,2021992,-,phage replication protein,"Replication, recombination and repair",
ABUW_2039,ABUW_2039,,2021992,2022273,-,hypothetical protein,No COG annotation,
ABUW_2040,ABUW_2040,,2022324,2022518,+,hypothetical protein,No COG annotation,
ABUW_2041,ABUW_2041,,2022695,2023018,-,hypothetical protein,No COG annotation,
ABUW_2042,ABUW_2042,,2023029,2024246,-,hypothetical protein,Function unknown,
ABUW_2043,ABUW_2043,,2024376,2024579,+,hypothetical protein,No COG annotation,
ABUW_2044,ABUW_2044,,2024830,2025153,-,hypothetical protein,No COG annotation,
ABUW_2045,ABUW_2045,,2025164,2026381,-,hypothetical protein,Function unknown,
ABUW_2046,ABUW_2046,,2026511,2026714,+,hypothetical protein,No COG annotation,
ABUW_2047,ABUW_2047,,2027031,2027327,-,hypothetical protein,No COG annotation,
ABUW_2048,ABUW_2048,,2027330,2028487,-,phage replication protein,"Replication, recombination and repair",
ABUW_2049,ABUW_2049,,2028487,2028768,-,hypothetical protein,No COG annotation,
ABUW_2050,ABUW_2050,,2028819,2029013,+,hypothetical protein,No COG annotation,
ABUW_2051,ABUW_2051,,2030034,2030324,+,hypothetical protein,No COG annotation,
ABUW_2052,ABUW_2052,,2030815,2031348,+,fimbrial subunit,Cell motility,
ABUW_2053,ABUW_2053,,2031437,2032171,+,pili assembly chaperone,Cell wall/membrane/envelope biogenesis,
ABUW_2054,ABUW_2054,,2032229,2034787,+,outer membrane fimbrial usher protein,Cell motility,
ABUW_2055,ABUW_2055,,2034784,2035794,+,fimbrial protein,Cell motility,
ABUW_2056,ABUW_2056,,2035907,2036884,+,hypothetical protein,Function unknown,
ABUW_2057,adhC,,2036942,2038051,-,alcohol dehydrogenase,Energy production and conversion,
ABUW_2058,ABUW_2058,,2038281,2040152,-,hypothetical protein,Function unknown,
ABUW_2059,ABUW_2059,,2040335,2041498,+,hypothetical protein,Inorganic ion transport and metabolism,
ABUW_2060,ABUW_2060,,2041577,2041942,-,hypothetical protein,No COG annotation,
ABUW_2061,ABUW_2061,,2042754,2043221,-,hypothetical protein,No COG annotation,
ABUW_2062,ABUW_2062,,2043687,2045213,+,phospholipase D/Transphosphatidylase,Lipid transport and metabolism,
ABUW_2063,ABUW_2063,,2045222,2045809,-,hypothetical protein,"Replication, recombination and repair",
ABUW_2064,ABUW_2064,,2045977,2046213,-,hypothetical protein,No COG annotation,
ABUW_2065,ABUW_2065,,2046467,2046643,-,hypothetical protein,No COG annotation,
ABUW_2066,acdP,,2047224,2048300,-,dipeptidase,Amino acid transport and metabolism,
ABUW_2067,pqqE,,2048293,2049447,-,coenzyme PQQ biosynthesis protein E,Function unknown,
ABUW_2068,pqqD,,2049444,2049728,-,coenzyme PQQ synthesis protein D,Function unknown,
ABUW_2069,pqqC,,2049725,2050483,-,coenzyme PQQ biosynthesis protein C,Coenzyme transport and metabolism,
ABUW_2070,pqqB,,2050492,2051403,-,coenzyme PQQ biosynthesis protein B,Function unknown,
ABUW_2071,pqqA,,2051479,2051595,-,coenzyme PQQ synthesis protein PqqA,No COG annotation,
ABUW_2072,ppk1,,2051777,2053852,-,polyphosphate kinase,Coenzyme transport and metabolism,
ABUW_2073,ABUW_2073,,2054129,2055940,+,5'-nucleotidase,Nucleotide transport and metabolism,
ABUW_2074,ABUW_2074,,2056008,2056409,-,transcriptional regulator%2C fur family,Inorganic ion transport and metabolism,
ABUW_2075,ABUW_2075,,2056937,2057578,-,isochorismatase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2076,ABUW_2076,,2057651,2058421,-,2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase,Lipid transport and metabolism,
ABUW_2077,modC,,2058780,2059400,-,molybdenum import ATP-binding protein ModC,Inorganic ion transport and metabolism,
ABUW_2078,modB,,2059405,2060097,-,molybdate ABC transporter%2C permease protein,Inorganic ion transport and metabolism,
ABUW_2079,modA,,2060094,2060879,-,molybdate ABC transporter%2C periplasmic molybdate-binding protein,Inorganic ion transport and metabolism,
ABUW_2080,ABUW_2080,,2061070,2061420,-,transcriptional regulator%2C ModE family,Coenzyme transport and metabolism,
ABUW_2081,antA,,2061643,2063058,+,anthranilate 1%2C2-dioxygenase%2C large subunit,Inorganic ion transport and metabolism,
ABUW_2082,antB,,2063061,2063552,+,anthranilate 1%2C2-dioxygenase%2C small subunit,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2083,antC,,2063564,2064592,+,anthranilate dioxygenase reductase,Energy production and conversion,
ABUW_2084,ABUW_2084,,2065042,2066100,+,transcriptional regulator%2C AraC family,Transcription,
ABUW_2085,ABUW_2085,,2066159,2067106,-,hypothetical protein,Energy production and conversion,
ABUW_2086,ABUW_2086,,2067158,2067688,-,nitrilotriacetate monooxygenase component B,Function unknown,
ABUW_2087,ABUW_2087,,2067717,2068955,-,oxygenase subunit,Energy production and conversion,
ABUW_2088,ABUW_2088,,2068999,2069784,-,short chain dehydrogenase,Lipid transport and metabolism,
ABUW_2089,ABUW_2089,,2069797,2071047,-,dienelactone hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2090,ABUW_2090,,2071377,2072720,+,4-hydroxybenzoate transporter,Amino acid transport and metabolism,
ABUW_2091,ABUW_2091,,2072790,2073776,-,transcriptional regulator%2C AraC family,Transcription,
ABUW_2092,bdhA,,2074100,2074885,-,3-hydroxybutyrate dehydrogenase,Lipid transport and metabolism,
ABUW_2093,ABUW_2093,,2074919,2076340,-,GntP family transporter,Amino acid transport and metabolism,
ABUW_2094,ABUW_2094,,2076785,2077243,-,hypothetical protein,No COG annotation,
ABUW_2095,ABUW_2095,,2077524,2078405,+,transcriptional regulator%2C LysR family,Transcription,
ABUW_2096,atoD,,2078651,2079355,+,3-oxoacid CoA-transferase%2C subunit A,Lipid transport and metabolism,
ABUW_2097,atoA,,2079357,2079998,+,3-oxoacid CoA-transferase%2C subunit B,Lipid transport and metabolism,
ABUW_2098,atoE,,2080115,2081524,+,short-chain fatty acid transporter,Lipid transport and metabolism,
ABUW_2099,ABUW_2099,,2081590,2082762,+,acetyl-CoA acetyltransferase,Lipid transport and metabolism,
ABUW_2100,ABUW_2100,,2082823,2083719,-,transcriptional regulator%2C LysR family,Transcription,
ABUW_2101,ABUW_2101,,2083957,2084853,-,transcriptional regulator%2C LysR family,Transcription,
ABUW_2102,ABUW_2102,,2085633,2085860,-,hypothetical protein,No COG annotation,
ABUW_2103,ABUW_2103,,2085946,2086131,-,hypothetical protein,No COG annotation,
ABUW_2104,aspA,,2086548,2087963,+,fumarate lyase,Amino acid transport and metabolism,
ABUW_2105,ABUW_2105,,2088018,2090222,-,TonB-dependent siderophore receptor,Inorganic ion transport and metabolism,
ABUW_2106,pcaT,,2090741,2092027,+,metabolite:H+ symporter,Amino acid transport and metabolism,
ABUW_2107,ABUW_2107,,2092067,2092348,-,hypothetical protein,Function unknown,
ABUW_2108,ABUW_2108,,2092332,2093330,-,HEAT domain containing protein,Energy production and conversion,
ABUW_2109,ABUW_2109,,2093327,2094166,-,aliphatic sulfonates import ATP-binding protein SsuB,Inorganic ion transport and metabolism,
ABUW_2110,ABUW_2110,,2094168,2095022,-,ABC-type nitrate/sulfonate/bicarbonate transport system permease component,Inorganic ion transport and metabolism,
ABUW_2111,ABUW_2111,,2095057,2096487,-,ABC-type transporter%2C periplasmic component: TauT family,Inorganic ion transport and metabolism,
ABUW_2112,ABUW_2112,,2096507,2096752,-,4Fe-4S ferredoxin iron-sulfur binding,Energy production and conversion,
ABUW_2113,ABUW_2113,,2096773,2098506,-,succinate dehydrogenase,Energy production and conversion,
ABUW_2114,ABUW_2114,,2098535,2099278,-,transcriptional regulator%2C GntR family,Transcription,
ABUW_2115,chrA1,,2099520,2100869,+,chromate transporter,Inorganic ion transport and metabolism,
ABUW_2116,ABUW_2116,,2100953,2101561,-,fmn-dependent NADH-azoreductase,Lipid transport and metabolism,
ABUW_2117,ABUW_2117,,2101657,2102052,+,hypothetical protein,Transcription,
ABUW_2118,ABUW_2118,,2102049,2102903,-,transcriptional regulator%2C AraC type,Transcription,
ABUW_2119,ABUW_2119,,2103070,2103987,+,hypothetical protein,Amino acid transport and metabolism,
ABUW_2120,ABUW_2120,,2104020,2105024,-,homoserine dehydrogenase,Amino acid transport and metabolism,
ABUW_2121,ABUW_2121,,2105134,2105925,-,hypothetical protein,Function unknown,
ABUW_2122,ABUW_2122,,2106119,2107774,-,oxidoreductase,Function unknown,
ABUW_2123,ABUW_2123,,2107784,2108431,-,metallo-beta-lactamase family protein,Function unknown,
ABUW_2124,ABUW_2124,,2108672,2109943,+,sigma-54 specific%2C transcriptional regulator%2C Fis family,Transcription,
ABUW_2125,ABUW_2125,,2110013,2110924,+,hypothetical protein,Function unknown,
ABUW_2126,ABUW_2126,,2110972,2112030,-,zinc-binding alcohol dehydrogenase,Energy production and conversion,
ABUW_2127,budC,,2112060,2112845,-,acetoin dehydrogenase,Lipid transport and metabolism,
ABUW_2128,lpdA2,,2112872,2114275,-,dihydrolipoamide dehydrogenase,Energy production and conversion,
ABUW_2129,acoC,,2114286,2115821,-,dihydrolipoamide acetyltransferase,Energy production and conversion,
ABUW_2130,acoB,,2115823,2116842,-,acetoin:2%2C6-dichlorophenolindophenol oxidoreductase subunit beta,Energy production and conversion,
ABUW_2131,acoA,,2116856,2117818,-,acetoin:2%2C6-dichlorophenolindophenol oxidoreductase alpha subunit,Energy production and conversion,
ABUW_2132,lipA2,,2118183,2119169,+,lipoic acid synthetase,Coenzyme transport and metabolism,
ABUW_2133,ABUW_2133,,2119327,2120466,+,hypothetical protein,Transcription,
ABUW_2134,ABUW_2134,,2120513,2121265,-,hypothetical protein,Coenzyme transport and metabolism,
ABUW_2135,ABUW_2135,,2121586,2122815,+,GGDEF domain protein,Signal transduction mechanisms,
ABUW_2136,aroC,,2122912,2124003,-,chorismate synthase,Amino acid transport and metabolism,
ABUW_2137,prmB,,2124016,2125020,-,protein-(glutamine-N5) methyltransferase%2C ribosomal protein L3-specific,"Translation, ribosomal structure and biogenesis",
ABUW_2138,trpB2,,2125257,2126462,-,tryptophan synthase%2C beta subunit,Amino acid transport and metabolism,
ABUW_2139,ABUW_2139,,2126499,2127686,-,hypothetical protein,Function unknown,
ABUW_2140,ABUW_2140,,2127702,2128553,-,AAA ATPase family protein,Function unknown,
ABUW_2141,ABUW_2141,,2128583,2128969,-,putative membrane protein,No COG annotation,
ABUW_2142,ABUW_2142,,2128962,2129267,-,hypothetical protein,Function unknown,
ABUW_2143,ABUW_2143,,2129710,2129874,+,hypothetical protein,Function unknown,
ABUW_2144,ABUW_2144,,2129945,2130280,-,hypothetical protein,No COG annotation,
ABUW_2145,ABUW_2145,,2130417,2130683,-,hypothetical protein,No COG annotation,
ABUW_2146,rnd,,2131186,2132310,-,ribonuclease D,"Translation, ribosomal structure and biogenesis",
ABUW_2147,recR,,2132616,2133212,-,recombination protein RecR,"Replication, recombination and repair",
ABUW_2148,ABUW_2148,,2133222,2133551,-,hypothetical protein,Function unknown,
ABUW_2149,ABUW_2149,,2133817,2134053,-,hypothetical protein,No COG annotation,
ABUW_2150,metZ,,2134231,2135442,-,O-succinylhomoserine sulfhydrylase,Amino acid transport and metabolism,
ABUW_2151,ABUW_2151,,2135552,2136637,+,poly(R)-hydroxyalkanoic acid synthase,Lipid transport and metabolism,
ABUW_2152,ABUW_2152,,2136718,2137485,-,UbiE/COQ5 methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2154,ABUW_2154,,2137658,2138032,-,hypothetical protein,Function unknown,
ABUW_2155,ABUW_2155,,2138211,2138435,-,hypothetical protein,No COG annotation,
ABUW_2156,ABUW_2156,,2138934,2139134,-,hypothetical protein,No COG annotation,
ABUW_2157,ABUW_2157,,2139265,2139690,-,hypothetical protein,Function unknown,
ABUW_2158,ABUW_2158,,2139955,2140224,+,hypothetical protein,Function unknown,
ABUW_2159,ABUW_2159,,2140243,2140656,+,histidine triad protein,Nucleotide transport and metabolism,
ABUW_2160,ABUW_2160,,2140911,2142017,+,putative porin,Cell wall/membrane/envelope biogenesis,
ABUW_2161,ABUW_2161,,2142124,2142714,-,hypothetical protein,Function unknown,
ABUW_2162,ABUW_2162,,2142814,2143275,-,hypothetical protein,No COG annotation,
ABUW_2163,ABUW_2163,,2143315,2144184,+,hypothetical protein,Function unknown,
ABUW_2164,lpxB,,2144216,2145391,-,lipid-A-disaccharide synthase,Cell wall/membrane/envelope biogenesis,
ABUW_2165,ABUW_2165,,2145613,2147748,+,outer-membrane receptor for Fe(III)-coprogen%2CFe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid,Inorganic ion transport and metabolism,
ABUW_2166,ABUW_2166,,2147835,2148110,+,hypothetical protein,No COG annotation,
ABUW_2167,ABUW_2167,,2148127,2149659,+,iron-regulated membrane protein,Function unknown,
ABUW_2168,ABUW_2168,,2149656,2149952,+,hypothetical protein,No COG annotation,
ABUW_2169,ABUW_2169,,2150091,2150978,+,putative membrane protein,Function unknown,
ABUW_2170,aro2,,2151042,2152184,+,3-deoxy-7-phosphoheptulonate synthase,Amino acid transport and metabolism,
ABUW_2171,cobS,,2152260,2153003,-,cobalamin 5'-phosphate synthase,Coenzyme transport and metabolism,
ABUW_2172,ABUW_2172,,2153110,2154678,-,histidine acid phosphatase family protein,Function unknown,
ABUW_2173,cobC,,2154803,2155381,-,fructose-2%2C6-bisphosphatase,Carbohydrate transport and metabolism,
ABUW_2174,cobT,,2155395,2156450,-,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,Coenzyme transport and metabolism,
ABUW_2175,cobU,,2156453,2156971,-,bifunctional adenosylcobalamin biosynthesis protein CobP,Coenzyme transport and metabolism,
ABUW_2176,ABUW_2176,,2156959,2157585,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",
ABUW_2177,ABUW_2177,,2157690,2159837,-,HAD-superfamily hydrolase,Carbohydrate transport and metabolism,
ABUW_2178,ABUW_2178,,2160169,2160789,-,rhizobactin siderophore biosynthesis protein RhbD,"Translation, ribosomal structure and biogenesis",
ABUW_2179,ABUW_2179,,2160924,2161262,-,hypothetical protein,No COG annotation,
ABUW_2180,ABUW_2180,,2161259,2162782,-,hypothetical protein,Function unknown,
ABUW_2181,ABUW_2181,,2162783,2163076,-,hypothetical protein,No COG annotation,
ABUW_2182,ABUW_2182,,2163161,2165479,-,TonB-dependent receptor,Inorganic ion transport and metabolism,
ABUW_2183,ABUW_2183,,2165565,2166179,-,dimethylmenaquinone methyltransferase,Coenzyme transport and metabolism,
ABUW_2184,ABUW_2184,,2166166,2166936,-,hypothetical protein,Function unknown,
ABUW_2185,ABUW_2185,,2166949,2168859,-,siderophore biosynthesis protein,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2186,ABUW_2186,,2168869,2170710,-,siderophore biosynthesis protein,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2187,ABUW_2187,,2170722,2172161,-,transporter%2C major facilitator family,"Intracellular trafficking, secretion, and vesicular transport",
ABUW_2188,ABUW_2188,,2172182,2173615,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2189,ABUW_2189,,2173608,2175392,-,IucA/IucC-family aerobactin siderophore biosynthesis component,"Secondary metabolites biosynthesis, transport, and catabolism",
ABUW_2190,ABUW_2190,,2175766,2176230,-,hypothetical protein,Function unknown,
ABUW_2191,ABUW_2191,,2176445,2176723,+,hypothetical protein,No COG annotation,
ABUW_2192,ABUW_2192,,2176960,2178333,+,ABC-1 domain protein,Function unknown,
ABUW_2193,ABUW_2193,,2178554,2179846,+,acyl-CoA dehydrogenase,Lipid transport and metabolism,
ABUW_2194,ABUW_2194,,2179868,2181073,+,acyl-CoA dehydrogenase%2C middle domain protein,Lipid transport and metabolism,
ABUW_2195,alkM,,2181189,2182412,-,alkane 1-monooxygenase,Inorganic ion transport and metabolism,
ABUW_2196,alkR,,2182584,2183549,+,transcriptional regulator%2C AraC family,Transcription,
ABUW_2197,ppiD,,2183588,2185453,-,peptidyl-prolyl cis-trans isomerase,"Post-translational modification, protein turnover,and chaperones",
ABUW_2198,hup,,2185585,2185857,-,DNA-binding protein HU,"Replication, recombination and repair",
ABUW_2199,ABUW_2199,,2186027,2186482,-,hypothetical protein,Function unknown,
ABUW_2200,ABUW_2200,,2186693,2187340,+,hypothetical protein,No COG annotation,
ABUW_2201,iscR,,2187451,2187924,+,iscRSUA operon repressor,Transcription,
ABUW_2202,iscS,,2187926,2189143,+,cysteine desulfurase IscS,Amino acid transport and metabolism,
ABUW_2203,iscU,,2189210,2189596,+,FeS cluster assembly scaffold IscU,Energy production and conversion,
